Crop,Soil_Type,Crop_Growth_Stage,Irrigation_Method,Water_Availability,Soil_Moisture_pct,Temperature_C,Relative_Humidity_pct,Rainfall_24h_mm,Rainfall_7d_mm,ETo_mm_day,Land_Area_ha,Irrigation_Need,Irrigation_Amount_mm_day,Crop_ID,Data_Type
Soybean,Clay Loam,Seedling,Sprinkler,Low,19.61,26.81,87.96,14.47,30.08,6.6,5.82,Medium,7.4,SOYBEAN,Synthetic
Groundnut,Clay,Grain Filling,Flood,Medium,47.76,35.47,81.27,6.96,47.42,5.02,7.61,Medium,7.96,GROUNDNUT,Synthetic
Tomato,Sandy Loam,Vegetative,Rainfed,High,40.84,22.41,66.74,20.96,52.38,7.61,0.58,High,11.35,TOMATO,Synthetic
Tomato,Loamy,Vegetative,Flood,High,48.45,30.87,50.36,25.8,42.2,6.04,0.84,Medium,7.62,TOMATO,Synthetic
Wheat,Clay Loam,Seedling,Sprinkler,Medium,21.28,39.94,37.47,14.72,94.97,3.36,3.21,Low,4.93,WHEAT,Synthetic
Tomato,Clay Loam,Maturity,Flood,Medium,41.08,34.75,81.78,8.46,102.21,5.26,7.78,Medium,6.01,TOMATO,Synthetic
Cotton,Sandy,Flowering,Rainfed,Medium,45.77,38.55,56.98,30.92,75.82,6.48,0.28,High,8.51,COTTON,Synthetic
Rice,Loamy,Maturity,Drip,Medium,61.41,41.13,87.85,1.04,116.24,7.57,0.3,High,8.46,RICE,Synthetic
Rice,Clay,Seedling,Sprinkler,High,65.86,40.08,52.11,7.51,53.65,5.47,0.27,Medium,7.33,RICE,Synthetic
Tomato,Loamy,Vegetative,Drip,Medium,54.75,38.34,86.21,16.06,65.77,3.94,3.71,Low,5.4,TOMATO,Synthetic
Soybean,Loamy,Flowering,Flood,Low,63.41,21.99,51.9,12.58,13.09,3.9,1.79,Low,4.36,SOYBEAN,Synthetic
Groundnut,Sandy Loam,Seedling,Drip,Medium,27.35,22.52,88.13,13.07,44.43,4.12,0.33,Low,3.58,GROUNDNUT,Synthetic
Wheat,Loamy,Seedling,Drip,Medium,52.1,31.09,52.12,2.99,3.26,3.95,0.78,Low,4.22,WHEAT,Synthetic
Potato,Loamy,Maturity,Sprinkler,High,67.76,29.96,81.48,29.17,70.3,5.84,0.4,Medium,5.13,POTATO,Synthetic
Rice,Loamy,Vegetative,Flood,Low,70.4,29.87,56.72,4.87,31.6,6.23,0.69,High,9.98,RICE,Synthetic
Banana,Loamy,Flowering,Sprinkler,Medium,33.27,20.58,49.03,16.78,52.27,5.11,7.5,High,8.01,BANANA,Synthetic
Cotton,Sandy,Grain Filling,Drip,Medium,64.52,32.02,63.76,11.87,131.91,4.72,3.89,Medium,5.74,COTTON,Synthetic
Wheat,Sandy Loam,Flowering,Drip,Low,48.02,34.24,51.7,3.24,99.69,5.8,0.57,High,8.66,WHEAT,Synthetic
Cotton,Clay,Grain Filling,Flood,Medium,46.36,29.73,40.32,10.52,40.87,6.87,13.48,High,10.84,COTTON,Synthetic
Maize,Sandy,Vegetative,Rainfed,Medium,43.02,21.17,37.07,5.48,51.77,4.91,1.49,Medium,6.6,MAIZE,Synthetic
Banana,Loamy,Flowering,Drip,Low,50.74,20.69,69.14,4.64,21.38,3.03,1.01,Medium,4.93,BANANA,Synthetic
Wheat,Loamy,Maturity,Sprinkler,Medium,33.25,25.47,51.15,7.36,66.81,3.54,1.06,Medium,5.46,WHEAT,Synthetic
Rice,Loamy,Vegetative,Drip,Medium,40.69,29.29,84.05,13.74,73.12,4.89,0.21,Low,5.97,RICE,Synthetic
Maize,Clay Loam,Flowering,Drip,Low,18.83,24.31,62.53,27.79,40.65,7.84,8.21,High,12.0,MAIZE,Synthetic
Tomato,Sandy,Grain Filling,Sprinkler,Medium,66.26,34.4,70.14,5.68,31.86,5.81,0.22,High,8.53,TOMATO,Synthetic
Sugarcane,Loamy,Flowering,Sprinkler,Medium,39.06,28.35,76.87,37.43,47.41,2.14,4.66,Low,3.14,SUGARCANE,Synthetic
Tomato,Loamy,Flowering,Sprinkler,Medium,36.22,23.8,89.15,0.86,39.14,4.86,1.05,Medium,6.56,TOMATO,Synthetic
Tomato,Loamy,Seedling,Sprinkler,High,22.64,25.16,79.71,4.44,6.58,7.52,2.3,High,9.25,TOMATO,Synthetic
Soybean,Sandy Loam,Vegetative,Drip,Low,28.24,21.33,54.91,5.95,20.35,3.31,13.07,High,7.49,SOYBEAN,Synthetic
Soybean,Loamy,Vegetative,Flood,Low,66.92,19.26,56.44,17.14,43.2,7.0,0.76,Medium,6.44,SOYBEAN,Synthetic
Wheat,Sandy,Grain Filling,Sprinkler,Medium,69.05,19.4,53.21,3.24,27.8,3.03,0.94,Low,4.81,WHEAT,Synthetic
Cotton,Clay Loam,Vegetative,Flood,Medium,58.87,18.58,71.7,5.78,18.04,6.76,7.43,Medium,7.66,COTTON,Synthetic
Soybean,Loamy,Vegetative,Flood,Medium,30.57,36.22,38.19,13.94,35.64,3.04,0.37,Medium,6.79,SOYBEAN,Synthetic
Wheat,Sandy Loam,Flowering,Rainfed,High,31.53,20.43,78.45,9.03,67.81,5.97,4.55,Medium,6.7,WHEAT,Synthetic
Groundnut,Clay,Flowering,Rainfed,Medium,39.88,31.1,46.97,33.39,118.88,4.49,1.56,Medium,7.7,GROUNDNUT,Synthetic
Wheat,Clay Loam,Grain Filling,Sprinkler,Medium,51.77,24.47,79.63,12.26,25.03,2.59,0.35,Low,3.15,WHEAT,Synthetic
Wheat,Clay,Grain Filling,Flood,High,43.77,38.32,88.34,15.3,53.31,7.31,5.8,High,8.38,WHEAT,Synthetic
Wheat,Clay Loam,Vegetative,Rainfed,High,15.45,40.99,76.66,12.95,65.85,5.38,4.16,High,8.38,WHEAT,Synthetic
Tomato,Sandy,Grain Filling,Flood,Medium,23.85,35.96,37.45,5.65,36.87,4.94,0.63,High,9.39,TOMATO,Synthetic
Maize,Loamy,Vegetative,Sprinkler,Medium,70.16,37.12,39.57,27.74,69.45,2.68,2.29,Low,4.72,MAIZE,Synthetic
Sugarcane,Loamy,Seedling,Flood,Medium,66.77,38.62,84.81,43.82,103.55,4.81,0.55,Low,4.4,SUGARCANE,Synthetic
Cotton,Loamy,Flowering,Drip,Medium,63.04,20.2,46.07,6.11,119.53,6.23,3.34,High,10.42,COTTON,Synthetic
Maize,Clay,Seedling,Drip,Medium,30.21,30.2,62.19,1.09,18.49,5.65,0.78,Medium,6.97,MAIZE,Synthetic
Potato,Sandy,Seedling,Rainfed,Medium,47.23,38.45,78.65,6.65,44.94,3.31,0.25,Low,4.83,POTATO,Synthetic
Maize,Loamy,Flowering,Flood,Medium,43.39,20.08,47.48,7.78,83.68,5.53,13.35,High,8.59,MAIZE,Synthetic
Potato,Clay Loam,Vegetative,Sprinkler,Low,17.61,25.45,72.78,21.69,81.33,4.99,16.4,Medium,7.38,POTATO,Synthetic
Potato,Sandy Loam,Grain Filling,Drip,High,57.62,38.65,69.03,13.11,56.82,3.11,12.94,Medium,5.44,POTATO,Synthetic
Soybean,Sandy,Vegetative,Drip,High,50.58,41.7,81.13,1.77,172.03,3.64,0.24,Low,4.57,SOYBEAN,Synthetic
Soybean,Sandy Loam,Vegetative,Drip,Medium,60.32,22.73,50.37,2.13,71.1,6.97,5.79,High,9.26,SOYBEAN,Synthetic
Groundnut,Sandy,Grain Filling,Drip,High,32.58,24.79,47.4,14.81,38.76,2.32,1.55,Low,2.99,GROUNDNUT,Synthetic
Sugarcane,Sandy Loam,Grain Filling,Drip,Low,60.24,35.02,40.87,7.76,27.34,5.66,1.83,High,12.0,SUGARCANE,Synthetic
Soybean,Sandy,Vegetative,Rainfed,Medium,13.88,31.58,61.39,7.08,34.12,3.41,10.73,Low,4.62,SOYBEAN,Synthetic
Banana,Loamy,Grain Filling,Drip,Medium,30.93,21.35,43.24,1.34,18.18,4.09,6.7,Medium,6.4,BANANA,Synthetic
Potato,Sandy,Flowering,Drip,Low,53.03,24.7,39.37,13.15,27.88,3.13,1.23,Medium,6.54,POTATO,Synthetic
Rice,Sandy,Maturity,Sprinkler,Low,17.6,23.71,80.78,4.65,16.83,5.77,12.8,Medium,6.65,RICE,Synthetic
Groundnut,Clay Loam,Flowering,Flood,Medium,61.01,30.01,85.36,19.63,54.86,2.67,1.82,Low,1.43,GROUNDNUT,Synthetic
Potato,Sandy,Vegetative,Sprinkler,Medium,59.2,22.06,73.32,14.72,36.62,7.13,1.1,Medium,6.9,POTATO,Synthetic
Maize,Sandy,Grain Filling,Flood,High,16.85,35.36,66.41,1.76,18.06,4.59,0.2,Medium,7.61,MAIZE,Synthetic
Banana,Sandy,Flowering,Flood,Medium,52.98,24.86,48.76,1.27,23.4,6.94,0.57,High,11.38,BANANA,Synthetic
Rice,Loamy,Vegetative,Drip,Medium,51.17,26.34,49.3,11.04,132.77,2.77,0.29,Low,4.03,RICE,Synthetic
Soybean,Sandy Loam,Seedling,Flood,Medium,15.32,24.36,53.37,11.77,20.62,6.36,1.34,High,8.26,SOYBEAN,Synthetic
Soybean,Loamy,Seedling,Rainfed,Medium,66.8,33.23,61.05,9.09,35.19,2.8,0.32,Low,3.15,SOYBEAN,Synthetic
Tomato,Clay,Seedling,Drip,Low,42.7,23.32,32.86,6.46,7.02,4.01,11.45,Medium,6.96,TOMATO,Synthetic
Banana,Loamy,Flowering,Drip,Medium,57.09,19.77,32.65,12.96,76.15,4.11,2.11,Low,3.79,BANANA,Synthetic
Sugarcane,Loamy,Grain Filling,Rainfed,Medium,52.27,21.99,81.11,3.07,172.25,5.45,3.39,Medium,7.42,SUGARCANE,Synthetic
Soybean,Clay,Vegetative,Rainfed,Low,17.49,26.57,82.09,1.87,65.54,2.61,0.2,Medium,6.67,SOYBEAN,Synthetic
Potato,Loamy,Vegetative,Sprinkler,Low,64.94,25.41,69.35,2.17,79.96,6.54,5.75,High,9.43,POTATO,Synthetic
Sugarcane,Loamy,Grain Filling,Flood,Medium,22.88,19.78,77.91,17.91,30.58,2.35,16.57,Medium,5.39,SUGARCANE,Synthetic
Rice,Sandy,Grain Filling,Flood,High,42.35,39.88,76.47,3.09,85.42,7.8,17.77,High,9.96,RICE,Synthetic
Groundnut,Clay,Grain Filling,Drip,Medium,49.15,34.38,79.14,6.51,43.01,2.36,3.24,Low,4.54,GROUNDNUT,Synthetic
Tomato,Loamy,Vegetative,Flood,Medium,52.59,22.33,51.93,24.38,54.35,6.18,8.39,Medium,8.46,TOMATO,Synthetic
Rice,Loamy,Vegetative,Flood,Low,45.63,33.99,72.83,22.05,80.63,7.97,0.44,High,12.0,RICE,Synthetic
Groundnut,Loamy,Vegetative,Drip,Low,18.78,38.86,34.54,0.84,55.71,5.24,0.25,High,9.24,GROUNDNUT,Synthetic
Tomato,Sandy Loam,Vegetative,Sprinkler,Low,46.84,32.51,61.13,4.5,77.07,4.63,0.88,Medium,7.31,TOMATO,Synthetic
Tomato,Sandy,Vegetative,Flood,Medium,35.35,27.64,47.37,25.8,97.37,7.63,0.28,High,9.44,TOMATO,Synthetic
Wheat,Clay,Grain Filling,Sprinkler,High,14.61,18.64,50.98,14.17,89.77,3.69,0.5,Medium,5.55,WHEAT,Synthetic
Cotton,Loamy,Grain Filling,Sprinkler,Low,23.29,30.15,72.74,4.53,63.99,2.37,0.26,Medium,7.33,COTTON,Synthetic
Maize,Clay Loam,Vegetative,Flood,Medium,35.95,33.45,38.26,6.15,240.0,4.32,2.45,Medium,7.71,MAIZE,Synthetic
Tomato,Sandy Loam,Grain Filling,Flood,Medium,26.98,35.23,33.27,25.8,107.66,3.24,15.31,Low,5.19,TOMATO,Synthetic
Cotton,Sandy Loam,Vegetative,Drip,High,59.5,26.35,52.45,18.36,28.2,2.12,0.87,Low,1.73,COTTON,Synthetic
Soybean,Sandy Loam,Seedling,Flood,Low,42.87,28.47,34.17,22.84,52.82,5.51,3.79,Medium,8.45,SOYBEAN,Synthetic
Potato,Sandy Loam,Vegetative,Sprinkler,Medium,27.6,19.8,68.53,14.07,57.95,5.1,0.44,Low,3.87,POTATO,Synthetic
Maize,Clay,Seedling,Rainfed,Low,43.42,37.64,40.68,22.21,119.8,2.35,0.85,Low,3.99,MAIZE,Synthetic
Banana,Clay Loam,Seedling,Flood,Low,33.84,20.33,72.51,18.76,85.0,6.1,5.98,High,9.86,BANANA,Synthetic
Wheat,Loamy,Vegetative,Sprinkler,Low,50.84,39.34,62.76,8.73,30.88,5.54,12.63,Medium,7.89,WHEAT,Synthetic
Rice,Sandy Loam,Maturity,Drip,Medium,54.43,22.14,39.26,3.14,65.03,5.39,6.99,Medium,6.29,RICE,Synthetic
Rice,Loamy,Flowering,Sprinkler,Medium,32.36,29.3,63.97,18.46,115.79,4.37,1.97,Medium,7.35,RICE,Synthetic
Maize,Loamy,Maturity,Flood,Low,49.94,35.95,81.83,23.43,14.97,3.53,2.77,Low,2.88,MAIZE,Synthetic
Banana,Clay Loam,Seedling,Flood,Low,58.23,23.55,44.87,0.56,30.87,5.34,1.73,Medium,7.13,BANANA,Synthetic
Maize,Loamy,Maturity,Flood,Medium,17.24,41.63,57.1,4.71,33.64,6.08,0.28,Medium,9.02,MAIZE,Synthetic
Potato,Sandy,Vegetative,Rainfed,Medium,46.48,41.38,78.26,2.29,32.6,5.85,6.78,Low,5.69,POTATO,Synthetic
Groundnut,Sandy,Vegetative,Flood,Medium,59.98,37.1,80.69,10.6,21.13,3.86,5.35,Medium,6.44,GROUNDNUT,Synthetic
Rice,Clay,Seedling,Flood,High,56.12,38.47,78.14,9.91,4.98,5.39,0.31,Low,5.53,RICE,Synthetic
Groundnut,Clay Loam,Flowering,Flood,Low,68.67,24.09,80.39,6.76,66.36,3.13,1.91,Low,5.11,GROUNDNUT,Synthetic
Rice,Clay,Vegetative,Flood,Low,24.87,41.79,89.11,6.66,42.02,3.3,0.9,High,8.93,RICE,Synthetic
Groundnut,Sandy Loam,Grain Filling,Drip,Medium,39.44,23.32,84.1,15.45,45.65,7.29,0.26,Medium,7.32,GROUNDNUT,Synthetic
Soybean,Loamy,Grain Filling,Flood,High,43.22,27.81,61.61,0.79,63.29,3.75,3.44,Medium,6.74,SOYBEAN,Synthetic
Soybean,Sandy Loam,Vegetative,Rainfed,High,21.21,22.59,63.51,1.16,81.76,2.97,3.2,Low,4.96,SOYBEAN,Synthetic
Cotton,Clay,Grain Filling,Flood,Medium,24.05,30.48,43.8,4.0,32.65,5.39,0.55,High,8.69,COTTON,Synthetic
Tomato,Clay Loam,Seedling,Sprinkler,Medium,61.4,34.5,42.56,3.34,36.9,6.31,1.41,Medium,7.33,TOMATO,Synthetic
Cotton,Sandy Loam,Vegetative,Drip,Medium,18.1,34.96,89.86,13.45,27.31,6.85,3.18,High,9.58,COTTON,Synthetic
Groundnut,Sandy,Vegetative,Flood,Medium,26.14,31.16,70.51,2.37,76.61,6.58,3.88,High,8.13,GROUNDNUT,Synthetic
Wheat,Sandy,Seedling,Sprinkler,Medium,55.2,24.16,62.36,3.42,28.95,6.51,1.33,Low,5.81,WHEAT,Synthetic
Cotton,Clay,Maturity,Rainfed,High,62.12,23.92,38.02,11.24,150.52,6.5,6.43,High,7.3,COTTON,Synthetic
Potato,Loamy,Maturity,Drip,Medium,58.09,20.3,32.01,18.23,50.62,7.47,0.9,Medium,6.72,POTATO,Synthetic
Potato,Loamy,Maturity,Drip,Low,35.38,37.11,61.06,0.86,26.53,2.56,1.77,Medium,5.84,POTATO,Synthetic
Tomato,Clay Loam,Seedling,Sprinkler,Low,23.51,36.04,58.38,27.9,28.63,3.9,13.29,Medium,5.89,TOMATO,Synthetic
Rice,Sandy,Seedling,Drip,Medium,46.18,30.21,62.0,8.26,14.32,5.59,12.9,Low,5.42,RICE,Synthetic
Banana,Clay Loam,Flowering,Flood,Low,30.48,36.14,60.48,10.5,22.99,2.75,0.3,Medium,7.38,BANANA,Synthetic
Potato,Sandy Loam,Vegetative,Flood,Low,47.27,33.98,63.53,26.25,17.96,3.67,2.42,Low,5.49,POTATO,Synthetic
Rice,Clay,Maturity,Rainfed,Medium,36.86,21.48,58.09,20.63,115.58,3.75,0.75,Low,4.5,RICE,Synthetic
Groundnut,Loamy,Seedling,Sprinkler,Medium,66.47,39.37,38.03,14.86,12.28,6.78,2.61,Low,4.79,GROUNDNUT,Synthetic
Maize,Loamy,Flowering,Sprinkler,Medium,38.62,33.35,82.93,11.69,71.09,2.19,0.26,Low,2.65,MAIZE,Synthetic
Maize,Loamy,Vegetative,Drip,High,23.06,26.43,67.38,0.27,27.52,4.67,4.67,Medium,5.32,MAIZE,Synthetic
Soybean,Sandy,Flowering,Flood,Medium,63.59,37.2,46.19,19.66,51.47,4.98,4.1,Medium,7.64,SOYBEAN,Synthetic
Potato,Loamy,Vegetative,Drip,Low,57.81,25.97,37.62,13.34,44.19,6.43,0.88,High,8.97,POTATO,Synthetic
Wheat,Sandy Loam,Flowering,Flood,High,68.07,34.18,81.68,23.0,45.22,4.03,0.31,Low,4.87,WHEAT,Synthetic
Maize,Sandy Loam,Grain Filling,Rainfed,Medium,28.67,19.13,72.92,6.61,3.82,3.62,1.85,Low,3.76,MAIZE,Synthetic
Banana,Loamy,Vegetative,Drip,Low,21.18,30.61,59.19,7.92,31.91,2.01,10.26,Medium,5.86,BANANA,Synthetic
Groundnut,Sandy Loam,Flowering,Sprinkler,Low,56.68,29.5,82.52,17.56,167.8,2.5,0.28,Low,3.41,GROUNDNUT,Synthetic
Soybean,Clay,Maturity,Drip,High,62.78,21.93,83.93,11.46,21.88,7.06,11.9,Low,2.35,SOYBEAN,Synthetic
Groundnut,Clay Loam,Maturity,Rainfed,Medium,71.28,31.71,74.43,10.86,48.12,5.64,5.82,Low,3.61,GROUNDNUT,Synthetic
Maize,Clay,Maturity,Flood,Medium,38.17,39.11,86.55,10.99,46.01,3.96,5.23,Medium,6.36,MAIZE,Synthetic
Potato,Loamy,Grain Filling,Sprinkler,Medium,22.44,34.22,81.57,23.5,41.86,7.13,0.24,Medium,8.4,POTATO,Synthetic
Sugarcane,Clay Loam,Maturity,Flood,Low,12.16,41.22,55.1,5.92,47.81,5.89,0.42,High,10.78,SUGARCANE,Synthetic
Tomato,Sandy,Vegetative,Drip,Medium,43.37,41.98,83.92,8.13,106.25,7.48,6.44,High,10.46,TOMATO,Synthetic
Tomato,Sandy,Flowering,Sprinkler,Medium,42.25,20.78,46.79,6.52,190.34,2.64,18.06,Low,4.98,TOMATO,Synthetic
Groundnut,Loamy,Grain Filling,Sprinkler,Medium,23.47,31.97,85.83,13.18,20.51,5.53,19.14,High,8.11,GROUNDNUT,Synthetic
Cotton,Loamy,Flowering,Flood,Medium,50.11,38.84,39.99,10.12,36.3,3.28,14.45,Medium,7.28,COTTON,Synthetic
Soybean,Clay,Vegetative,Drip,High,26.53,29.67,44.65,16.01,44.14,2.77,3.71,Low,4.98,SOYBEAN,Synthetic
Sugarcane,Loamy,Seedling,Flood,Medium,36.6,19.92,77.18,10.01,14.23,4.88,0.49,Medium,6.13,SUGARCANE,Synthetic
Tomato,Loamy,Vegetative,Flood,Low,30.32,37.99,67.56,12.44,59.09,5.11,7.74,High,8.62,TOMATO,Synthetic
Rice,Sandy Loam,Grain Filling,Drip,Medium,20.2,39.26,49.81,5.23,64.11,2.77,1.27,Medium,7.37,RICE,Synthetic
Maize,Loamy,Flowering,Drip,Low,62.66,40.21,71.19,15.59,74.96,6.61,0.33,High,10.23,MAIZE,Synthetic
Sugarcane,Loamy,Flowering,Rainfed,Medium,50.89,20.11,62.55,5.95,19.82,5.6,1.78,Medium,8.09,SUGARCANE,Synthetic
Groundnut,Clay Loam,Flowering,Flood,High,69.76,40.35,47.86,23.13,10.04,2.68,1.13,Low,3.5,GROUNDNUT,Synthetic
Soybean,Sandy,Vegetative,Flood,Low,14.84,38.38,49.01,1.43,103.01,5.18,12.5,High,10.27,SOYBEAN,Synthetic
Groundnut,Sandy Loam,Vegetative,Rainfed,Medium,25.56,21.58,33.28,5.19,60.72,6.91,10.88,High,9.11,GROUNDNUT,Synthetic
Maize,Sandy Loam,Vegetative,Drip,Medium,62.59,21.33,78.95,10.3,57.35,6.22,7.9,Medium,7.54,MAIZE,Synthetic
Maize,Loamy,Maturity,Rainfed,Medium,35.57,33.79,32.97,1.61,29.26,3.75,4.2,Medium,5.68,MAIZE,Synthetic
Sugarcane,Clay,Flowering,Rainfed,High,23.12,36.58,67.02,13.44,48.75,2.52,1.22,Low,4.52,SUGARCANE,Synthetic
Tomato,Sandy Loam,Vegetative,Drip,Medium,62.46,20.99,77.91,0.19,16.03,6.27,10.46,High,8.78,TOMATO,Synthetic
Banana,Sandy Loam,Grain Filling,Flood,Low,62.87,41.61,77.99,0.02,31.89,2.15,1.06,Low,3.25,BANANA,Synthetic
Maize,Clay Loam,Vegetative,Sprinkler,Medium,41.33,41.28,85.11,3.63,48.67,7.54,0.64,High,11.16,MAIZE,Synthetic
Tomato,Loamy,Flowering,Sprinkler,Medium,67.1,20.56,43.11,7.71,16.83,5.16,17.76,High,9.08,TOMATO,Synthetic
Rice,Loamy,Maturity,Sprinkler,Medium,46.45,20.59,65.58,14.65,84.6,4.38,2.43,Low,5.44,RICE,Synthetic
Rice,Loamy,Maturity,Drip,Medium,44.31,35.7,48.09,1.9,62.46,2.75,2.22,Low,3.53,RICE,Synthetic
Potato,Clay,Seedling,Drip,High,16.71,38.77,62.43,0.28,103.64,6.25,0.22,Medium,6.84,POTATO,Synthetic
Sugarcane,Loamy,Flowering,Sprinkler,Low,40.13,38.84,77.53,4.6,100.93,2.27,0.28,Medium,6.47,SUGARCANE,Synthetic
Tomato,Clay,Grain Filling,Drip,Medium,44.53,34.79,41.98,6.44,141.13,4.24,0.67,High,8.75,TOMATO,Synthetic
Sugarcane,Clay,Vegetative,Flood,Medium,45.42,37.61,80.86,5.67,48.04,3.55,0.63,Medium,7.53,SUGARCANE,Synthetic
Cotton,Loamy,Grain Filling,Drip,Medium,58.19,30.14,34.41,32.39,51.58,6.48,2.58,High,9.62,COTTON,Synthetic
Groundnut,Loamy,Vegetative,Flood,High,43.89,27.76,75.42,13.09,23.63,3.96,1.39,Low,5.34,GROUNDNUT,Synthetic
Cotton,Loamy,Maturity,Rainfed,Medium,63.71,30.53,71.73,7.58,124.65,2.88,19.42,Low,2.79,COTTON,Synthetic
Sugarcane,Loamy,Vegetative,Drip,Medium,54.98,20.58,43.34,34.33,26.49,7.06,0.28,Medium,8.87,SUGARCANE,Synthetic
Cotton,Sandy,Maturity,Drip,Medium,41.77,34.5,55.7,7.05,105.36,2.74,0.4,Low,1.42,COTTON,Synthetic
Soybean,Clay,Grain Filling,Flood,Medium,65.99,28.8,55.56,10.11,9.35,2.76,4.61,Low,3.28,SOYBEAN,Synthetic
Cotton,Clay Loam,Maturity,Flood,Low,56.45,22.67,36.38,4.12,59.74,2.14,0.42,Low,0.93,COTTON,Synthetic
Groundnut,Loamy,Flowering,Drip,Medium,62.19,37.62,39.31,5.79,96.43,5.67,2.14,Medium,9.35,GROUNDNUT,Synthetic
Tomato,Clay Loam,Vegetative,Sprinkler,High,56.29,34.35,86.66,5.26,33.92,3.68,2.18,Low,4.5,TOMATO,Synthetic
Groundnut,Sandy,Flowering,Drip,Low,36.93,22.33,58.15,7.78,94.33,6.96,0.24,High,11.68,GROUNDNUT,Synthetic
Maize,Loamy,Flowering,Sprinkler,High,13.14,33.88,39.12,7.57,130.14,6.52,1.45,High,9.49,MAIZE,Synthetic
Potato,Clay Loam,Maturity,Drip,High,62.0,20.75,61.46,1.43,44.72,2.72,17.13,Low,0.7,POTATO,Synthetic
Rice,Clay,Vegetative,Flood,Medium,49.06,31.53,44.9,8.53,27.7,7.83,1.47,High,8.19,RICE,Synthetic
Groundnut,Sandy,Grain Filling,Sprinkler,Medium,48.16,24.49,68.11,1.45,130.33,4.63,17.82,Medium,7.46,GROUNDNUT,Synthetic
Sugarcane,Loamy,Seedling,Sprinkler,Low,30.06,38.23,62.87,37.43,17.47,7.38,5.54,High,9.56,SUGARCANE,Synthetic
Potato,Sandy Loam,Grain Filling,Drip,Medium,63.59,41.2,45.67,24.17,57.9,4.39,19.44,Medium,6.91,POTATO,Synthetic
Soybean,Sandy,Grain Filling,Sprinkler,Low,70.65,23.99,60.53,3.41,204.4,3.59,6.68,Medium,5.16,SOYBEAN,Synthetic
Maize,Loamy,Flowering,Sprinkler,Low,30.72,40.21,38.55,4.15,8.87,5.84,0.27,High,11.31,MAIZE,Synthetic
Cotton,Loamy,Seedling,Sprinkler,Low,69.87,39.97,39.08,4.37,73.89,4.84,7.92,Medium,6.03,COTTON,Synthetic
Soybean,Loamy,Seedling,Flood,Low,38.43,40.4,89.26,5.43,68.82,4.7,2.37,Medium,6.89,SOYBEAN,Synthetic
Wheat,Sandy Loam,Seedling,Sprinkler,Low,16.46,21.29,47.76,11.83,110.82,4.12,2.18,Medium,6.02,WHEAT,Synthetic
Sugarcane,Clay,Vegetative,Sprinkler,Medium,51.89,41.34,83.65,29.19,123.05,7.27,0.21,High,9.56,SUGARCANE,Synthetic
Sugarcane,Loamy,Flowering,Sprinkler,Medium,32.65,24.51,62.72,1.49,138.15,2.32,5.69,Low,5.29,SUGARCANE,Synthetic
Banana,Clay Loam,Flowering,Flood,High,13.45,19.79,38.75,6.72,63.15,2.83,1.42,Low,5.32,BANANA,Synthetic
Wheat,Sandy Loam,Flowering,Flood,Low,29.33,30.2,78.33,4.9,77.62,5.8,0.33,High,10.55,WHEAT,Synthetic
Banana,Clay Loam,Flowering,Drip,Medium,22.05,18.8,60.4,14.58,70.14,3.02,8.68,Low,5.36,BANANA,Synthetic
Sugarcane,Clay Loam,Grain Filling,Drip,Medium,54.42,19.42,62.41,11.82,48.76,2.22,1.97,Low,2.72,SUGARCANE,Synthetic
Tomato,Sandy Loam,Maturity,Sprinkler,Medium,63.06,35.61,66.39,4.96,75.6,3.05,0.48,Medium,5.38,TOMATO,Synthetic
Soybean,Loamy,Grain Filling,Drip,High,67.69,23.26,60.16,2.54,74.77,4.46,14.55,Low,5.55,SOYBEAN,Synthetic
Cotton,Clay Loam,Grain Filling,Drip,Medium,46.55,39.58,80.7,13.01,9.53,3.46,1.0,Low,5.55,COTTON,Synthetic
Maize,Clay Loam,Maturity,Rainfed,High,43.26,29.38,33.19,22.09,62.76,5.62,1.83,Low,4.68,MAIZE,Synthetic
Rice,Sandy Loam,Maturity,Sprinkler,Medium,30.04,39.59,43.46,36.29,125.6,6.25,6.41,Medium,7.06,RICE,Synthetic
Tomato,Clay,Flowering,Sprinkler,Low,71.02,30.01,87.62,16.92,25.3,2.04,13.56,Low,3.56,TOMATO,Synthetic
Banana,Sandy Loam,Vegetative,Flood,Medium,64.92,18.51,88.15,11.52,127.47,4.88,4.33,Medium,7.74,BANANA,Synthetic
Groundnut,Sandy,Flowering,Flood,Medium,31.87,22.32,83.2,1.44,77.61,4.31,2.58,Medium,6.19,GROUNDNUT,Synthetic
Rice,Sandy,Vegetative,Drip,High,13.96,21.95,33.04,2.48,36.3,3.51,1.91,Medium,6.09,RICE,Synthetic
Rice,Clay,Vegetative,Rainfed,Medium,24.68,18.1,65.53,5.45,42.54,4.78,0.59,Medium,5.42,RICE,Synthetic
Groundnut,Sandy,Flowering,Rainfed,Low,55.78,25.46,61.35,1.43,233.98,4.15,12.47,Low,5.02,GROUNDNUT,Synthetic
Maize,Sandy Loam,Maturity,Flood,High,15.22,31.38,52.22,12.89,31.7,5.4,3.07,Medium,5.93,MAIZE,Synthetic
Wheat,Clay Loam,Flowering,Sprinkler,Medium,36.41,29.18,45.12,7.98,49.79,7.22,2.22,High,11.1,WHEAT,Synthetic
Banana,Loamy,Flowering,Drip,Medium,47.88,41.43,79.61,2.24,11.93,6.76,10.12,High,11.73,BANANA,Synthetic
